product_id,product_name,category,sub_category,author_name,publisher_name,unit_price,cost_price,supplier_id,stock_quantity,launch_date,format,language,page_count,reader_group,best_seller_score
P00156,Classic Workbook,Fiction,Classic,Amin Khan,Eastern Publishing House,900.27,731.29,S00725,326,2025-06-30 03:18:00,Ebook,Bangla,129,Young,0.653
P00157,Short Stories Workbook,Fiction,Short Stories,Shahana Islam,Delta Supply Co,392.1,226.44,S00762,619,2021-03-20 19:48:00,Hardcover,Bangla,475,Professional,0.293
P00158,Adventure Guide,Fiction,Adventure,Amin Uddin,Ocean Books Ltd,457.08,263.43,S00678,426,2024-08-04 20:51:00,Paperback,Bangla,218,Young,0.803
P00159,Admission Test Workbook Series,Exam Prep,Admission Test,Mohiuddin Khan,Ocean Distributors,1041.66,762.16,S00090,399,2021-02-27 14:28:00,Ebook,Bangla,292,Professional,0.961
P00160,Activity Books Handbook,Children,Activity Books,Rumana Uddin,Ocean Enterprises,324.2,196.6,S00380,118,2019-05-11 03:51:00,Ebook,Bangla,383,Elderly,0.855
P00161,Picture Books Simplified,Children,Picture Books,Rumana Uddin,Global Books Ltd,426.62,239.5,S00080,24,2025-06-30 13:18:00,Ebook,Bangla,711,Kids,0.229
P00162,Web Development Masterclass Pro,Programming,Web Development,Riaz Ahmed,Metro Supply Co,1169.7,957.74,S00074,73,2019-12-27 02:14:00,Paperback,English,838,Young,0.549
P00163,Bangla Literature Essentials Series,Academic,Bangla Literature,Mohiuddin Rahman,Ocean Distributors,1196.77,880.08,S00307,90,2019-05-13 00:44:00,Hardcover,Bangla,565,Young,0.246
P00164,Adventure Complete,Fiction,Adventure,Jalal Uddin,Royal Logistics,659.37,448.93,S00665,81,2026-02-03 05:09:00,Hardcover,,88,Professional,0.225
P00165,University Admission Masterclass Edition,Exam Prep,University Admission,Mohiuddin Khan,Global Distributors,1158.01,707.13,S00696,439,2022-05-17 03:52:00,Paperback,Bangla,715,Young,0.921
P00166,Bank Jobs Handbook Pro,Exam Prep,Bank Jobs,Rashid Chowdhury,Prime Books Ltd,466.5726132913862,263.25,S00305,628,2024-04-14 13:54:00,Paperback,Bangla,305,Professional,0.615
P00167,Fiqh Handbook,Religious,Fiqh,Touhid Chowdhury,Bright Distributors,644.1787963669836,376.58,S00551,377,2022-03-29 18:36:00,Paperback,Bangla,469,Professional,0.733
P00168,Rhymes Complete,Children,Rhymes,Mala Chowdhury,Global Enterprises,396.36601303749217,229.12,S00124,586,2024-07-07 03:52:00,Paperback,Bangla,846,Professional,0.396
P00169,Machine Learning Workbook Edition,Programming,Machine Learning,Shahana Hossain,Global Publishing House,998.59,568.34,S00572,561,2024-03-17 21:16:00,,Bangla,213,Professional,0.379
P00170,Marketing Handbook,Business,Marketing,Ferdous Islam,Bright Distributors,1034.26,814.66,S00228,168,2021-07-22 22:14:00,Paperback,English,655,Professional,0.478
P00171,Physics Complete Practice,Academic,Physics,Sultana Sarker,Prime Logistics,417.91,286.65,S00241,449,2024-05-17 05:22:00,Hardcover,Bangla,408,Young,0.488
P00172,Mathematics Workbook Series,Academic,Mathematics,Jalal Sarker,Prime Distributors,1160.39,671.89,S00934,400,2024-06-12 14:05:00,Ebook,Bangla,623,Professional,0.703
P00173,Mystery Complete,Fiction,Mystery,Riaz Islam,Green Publishing House,261.5,203.45,S00590,585,2023-02-21 22:37:00,Ebook,Bangla,562,Professional,0.858
P00174,Bangla Literature Simplified Edition,Academic,Bangla Literature,Anika Hossain,Prime Trade Group,679.31,487.96,S00771,466,2022-05-07 11:16:00,Hardcover,Bangla,64,Kids,0.994
P00175,Thriller Workbook,Fiction,Thriller,Shahana Chowdhury,Global Supply Co,989.71,605.92,S00040,466,2019-06-30 17:43:00,Hardcover,Bangla,617,Young,0.744
P00176,Picture Books Complete,Children,Picture Books,Ferdous Hossain,National Enterprises,439.95,261.47,S00380,161,2024-08-15 01:10:00,Hardcover,Bangla,643,Young,0.213
P00177,Story Books Essentials,Children,Story Books,Amin Islam,Royal Distributors,215.62,125.46,S00097,553,2026-04-15 12:18:00,Paperback,English,288,Professional,0.746
P00178,Databases Handbook Practice,Programming,Databases,Naila Uddin,Global Logistics,260.0,206.73,S00622,239,2025-04-03 19:29:00,Hardcover,Bangla,70,Professional,0.499
P00179,Chemistry Complete Series,Academic,Chemistry,Kamal Uddin,Delta Enterprises,1062.81,680.54,S00779,588,2024-08-17 23:25:00,Ebook,Bangla,807,Young,0.654
P00180,Biology Essentials Pro,Academic,Biology,Naila Sarker,Royal Trade Group,1040.11,644.07,S00011,157,2020-09-09 11:37:00,Paperback,Bangla,719,Young,0.598
P00181,Adventure Handbook,Fiction,Adventure,Amin Sarker,Delta Supply Co,854.09,485.56,S00320,417,2024-11-05 12:20:00,Hardcover,Bangla,788,Young,0.582
P00182,Short Stories Guide,Fiction,Short Stories,Sabbir Sarker,Ocean Enterprises,781.81,605.06,S00086,498,2021-11-26 21:32:00,Paperback,English,328,Professional,0.243
P00183,Thriller Essentials,Fiction,Thriller,Touhid Hossain,Prime Trade Group,810.91,453.72,S00582,372,2022-07-14 08:40:00,Hardcover,Bangla,750,Young,0.728
P00184,Short Stories Simplified,Fiction,Short Stories,Shahana Ahmed,Ocean Books Ltd,738.39,566.24,S00315,487,2021-08-12 22:09:00,Paperback,English,517,Elderly,0.92
P00185,Bangla Literature Workbook Pro,Academic,Bangla Literature,Amin Hossain,Prime Distributors,704.48,517.29,S00307,496,2024-02-03 07:26:00,Ebook,Bangla,571,Kids,0.623
P00186,Islamic History Workbook,Religious,Islamic History,Kamal Islam,Delta Supply Co,566.97,422.58,S00103,60,2025-10-15 07:06:00,Paperback,Bangla,738,Kids,0.829
P00187,Leaders Handbook,Biography,Leaders,Ferdous Chowdhury,Metro Books Ltd,711.05,566.66,S00024,449,2025-10-29 16:24:00,Paperback,Bangla,648,Young,0.99
P00188,Hadith Simplified,Religious,Hadith,Touhid Hossain,Delta Supply Co,208.5,158.27,S00811,537,2025-07-17 17:13:00,Ebook,English,709,Elderly,0.835
P00189,Romance Workbook,Fiction,Romance,Rashid Khan,Prime Supply Co,864.47,626.24,S00256,379,2023-07-31 06:47:00,Ebook,English,402,Kids,0.89
P00190,Accounting Simplified,Business,Accounting,Rashid Chowdhury,Green Publishing House,421.68,303.73,S00050,71,2020-06-30 10:03:00,Paperback,Bangla,470,Young,0.539
P00191,Management Complete,Business,Management,Ferdous Rahman,Eastern Trade Group,502.4,277.34,S00772,311,2022-04-24 17:49:00,Hardcover,English,192,Young,0.83
P00192,Physics Guide Pro,Academic,Physics,Naila Hossain,Delta Books Ltd,1148.27,655.19,S00072,63,2023-07-06 15:49:00,Hardcover,English,476,Professional,0.202
P00193,Activity Books Workbook,Children,Activity Books,Touhid Khan,Global Books Ltd,257.22715948498137,136.55,S00127,546,2019-02-19 12:11:00,Paperback,Bangla,599,Young,0.246
P00194,Algorithms Masterclass Series,Programming,Algorithms,Shahana Hossain,Ocean Logistics,1007.78,770.3,S00806,202,2023-09-09 22:06:00,Hardcover,Bangla,340,Professional,0.253
P00195,Rhymes Workbook,Children,Rhymes,Ferdous Uddin,National Books Ltd,449.98,264.94,S00746,429,2022-09-17 17:10:00,Ebook,English,812,Elderly,0.675
P00196,Coloring Books Guide,Children,Coloring Books,Naila Islam,Metro Distributors,190.96,186.80879281250662,S00543,376,2021-11-04 13:29:00,Hardcover,Bangla,797,Elderly,0.911
P00197,Python Handbook Pro,Programming,Python,Sultana Sarker,Green Distributors,1073.81,816.73,S00888,592,2021-07-07 06:58:00,Ebook,Bangla,464,Young,0.839
P00198,University Admission Complete Edition,Exam Prep,University Admission,Ferdous Rahman,Bright Books Ltd,642.39,396.96,S00564,613,2022-10-11 19:41:00,Ebook,Bangla,157,Young,0.25
P00199,Short Stories Simplified,Fiction,Short Stories,Riaz Uddin,Delta Publishing House,396.19,309.85,S00590,326,2026-04-24 13:00:00,Paperback,Bangla,231,Professional,0.875
P00200,Finance Workbook,Business,Finance,Mohiuddin Ahmed,Prime Supply Co,377.55,216.9,S00989,88,2021-02-04 03:18:00,Ebook,Bangla,699,Kids,0.457
P00201,Mindfulness Guide,Self Help,Mindfulness,Amin Rahman,Green Distributors,861.21,501.89,S00947,174,2022-01-05 15:05:00,Ebook,Bangla,569,Young,0.376
P00202,Management Masterclass,Business,Management,Jalal Khan,Royal Supply Co,1361.56,1036.02,S00432,370,2023-08-12 12:52:00,Hardcover,Bangla,629,Young,0.882
P00203,Management Complete,Business,Management,Sultana Khan,Metro Publishing House,336.86,220.24,S00479,50,2025-02-14 02:06:00,Hardcover,Bangla,145,Elderly,0.954
P00204,Entrepreneurs Essentials,Biography,Entrepreneurs,Shahana Ahmed,Global Books Ltd,297.77,206.94,S00556,291,2019-04-11 16:12:00,Paperback,Bangla,225,Elderly,0.932
P00205,Data Science Masterclass Series,Programming,Data Science,Ferdous Chowdhury,Global Supply Co,263.32,152.43,S00179,612,2023-02-09 03:23:00,Paperback,Bangla,136,Professional,0.925
P00206,Classic Essentials,Fiction,Classic,Rumana Khan,Prime Enterprises,606.73,461.22,S00733,530,2020-11-03 09:45:00,Hardcover,English,192,Young,0.694
P00207,Bangla Literature Simplified Series,Academic,Bangla Literature,Naila Hossain,Prime Distributors,845.61,668.3,S00569,587,2025-06-03 09:19:00,Paperback,,654,Professional,0.218
P00208,University Admission Simplified Edition,Exam Prep,University Admission,Shahana Sarker,Delta Distributors,444.1,293.67,S00129,148,2020-02-29 17:44:00,Ebook,Bangla,240,Young,0.579
P00209,English Grammar Masterclass Series,Academic,English Grammar,Mala Sarker,Delta Enterprises,908.9,723.55,S00881,374,2025-06-01 09:57:00,Paperback,Bangla,666,Young,0.771
P00210,Thriller Essentials,Fiction,Thriller,Rumana Uddin,Metro Distributors,777.33,474.49,S00041,363,2024-06-24 01:44:00,Paperback,Bangla,824,Professional,0.93
P00211,Teacher Recruitment Simplified Edition,Exam Prep,Teacher Recruitment,Riaz Sarker,Ocean Distributors,720.14,527.45,S00640,221,2024-07-30 20:40:00,Paperback,Bangla,443,Elderly,0.956
P00212,Artists Handbook,Biography,Artists,Mala Islam,Royal Enterprises,660.6,394.73,S00292,245,2019-02-09 13:33:00,Ebook,Bangla,142,Young,0.917
P00213,Prayer Guides Simplified,Religious,Prayer Guides,Mala Islam,Delta Distributors,879.2,501.56,S00013,636,2023-05-03 16:10:00,Ebook,English,592,Young,0.591
P00214,Bcs Workbook Series,Exam Prep,Bcs,Rumana Islam,Bright Publishing House,260.4,186.99,S00821,305,2021-02-09 21:15:00,Paperback,English,154,Young,0.972
P00215,Islamic History Complete,Religious,Islamic History,Sabbir Hossain,Global Publishing House,511.45,309.49,S00764,234,2025-04-16 08:36:00,Paperback,Bangla,33,Young,0.995
P00216,Data Science Workbook Practice,Programming,Data Science,Sultana Islam,Ocean Supply Co,675.22,452.41,S00702,309,2025-09-29 19:30:00,Hardcover,Bangla,351,Young,0.497
P00217,Bcs Simplified Pro,Exam Prep,Bcs,Rashid Hossain,Green Trade Group,720.09,513.6,S00640,332,2026-06-04 13:24:00,Ebook,Bangla,109,Kids,0.61
P00218,Databases Guide Series,Programming,Databases,Amin Chowdhury,Metro Publishing House,954.07,695.57,S00006,643,2020-07-09 23:47:00,Ebook,Bangla,47,Professional,0.864
P00219,Bangla Literature Complete Practice,Academic,Bangla Literature,Mala Hossain,Ocean Books Ltd,870.3,699.72,S00065,271,2022-07-27 07:14:00,Ebook,Bangla,675,Young,0.222
P00220,Thriller Masterclass,Fiction,Thriller,Naila Hossain,Ocean Publishing House,500.77,293.42,S00131,473,2019-10-24 11:19:00,Hardcover,Bangla,602,Kids,0.324
P00221,Databases Essentials Edition,Programming,Databases,Anika Islam,Green Trade Group,596.84,416.03,S00784,291,2024-09-12 06:55:00,Hardcover,English,511,Kids,0.825
P00222,Entrepreneurship Guide,Business,Entrepreneurship,Riaz Uddin,Green Trade Group,300.84,238.64,S00286,400,2025-07-29 01:43:00,Hardcover,Bangla,729,Elderly,0.956
P00223,Python Workbook Pro,Programming,Python,Anika Ahmed,Global Logistics,514.1,329.36,S00562,150,2025-12-20 15:22:00,Ebook,Bangla,748,Young,0.479
P00224,Python Masterclass Practice,Programming,Python,Shahana Uddin,Eastern Publishing House,275.42,157.14,S00711,488,2019-03-23 11:57:00,Ebook,Bangla,579,Professional,0.458
P00225,Communication Masterclass,Self Help,Communication,Sultana Sarker,Delta Supply Co,340.04,196.69,S00833,351,2019-11-14 14:37:00,Ebook,English,41,Professional,0.627
P00226,University Admission Guide Edition,Exam Prep,University Admission,Amin Rahman,Global Trade Group,970.46,593.0806777478941,S00219,244,2021-10-02 05:57:00,Hardcover,Bangla,801,Professional,0.608
P00227,Accounting Simplified,Business,Accounting,Sabbir Islam,Bright Logistics,419.8598824917421,302.96,S00324,25,2022-05-21 08:53:00,Ebook,English,229,Young,0.878
P00228,Artists Complete,Biography,Artists,Mala Rahman,Green Distributors,504.48,372.57,S00987,562,2019-01-30 11:34:00,Hardcover,Bangla,465,Young,0.931
P00229,Web Development Masterclass Pro,Programming,Web Development,Shahana Uddin,Metro Supply Co,962.22,663.17,S00703,59,2025-05-24 21:30:00,Hardcover,English,186,Young,0.697
P00230,Finance Complete,Business,Finance,Mohiuddin Islam,Bright Trade Group,659.27,516.1,S00157,359,2024-10-21 02:24:00,Hardcover,Bangla,654,Young,0.737
P00231,Mindfulness Complete,Self Help,Mindfulness,Mohiuddin Ahmed,Delta Publishing House,798.1279455151321,500.26,S00374,433,2025-04-14 11:53:00,Paperback,English,326,Young,0.896
P00232,Adventure Essentials,Fiction,Adventure,Kamal Islam,Bright Supply Co,821.12,1122.3899999999999,S00933,503,2025-08-29 06:29:00,Ebook,Bangla,500,Professional,0.572
P00233,Story Books Workbook,Children,Story Books,Amin Sarker,Royal Logistics,334.3,221.42,S00591,640,2020-01-10 16:34:00,Hardcover,English,716,Young,0.864
P00234,Bank Jobs Masterclass Series,Exam Prep,Bank Jobs,Ferdous Sarker,Green Books Ltd,897.91,601.16,S00300,416,2022-08-09 17:38:00,Hardcover,Bangla,841,Professional,0.318
P00235,Chemistry Complete Practice,Academic,Chemistry,Rashid Uddin,National Publishing House,910.05,687.15,S00705,638,2022-10-01 14:45:00,Paperback,Bangla,733,Young,0.457
P00236,Leadership Guide,Self Help,Leadership,Shahana Hossain,National Distributors,270.69,156.71,S00166,173,2024-05-14 12:57:00,Ebook,Bangla,226,Young,0.867
P00237,Bangla Literature Guide Edition,Academic,Bangla Literature,Naila Sarker,Royal Enterprises,324.16,201.23,S00961,604,2024-09-18 05:54:00,Paperback,Bangla,759,Professional,0.824
P00238,Classic Simplified,Fiction,Classic,Naila Hossain,Metro Logistics,659.86,539.71,S00608,94,2022-10-18 10:24:00,Ebook,Bangla,243,Professional,0.983
P00239,Thriller Masterclass,Fiction,Thriller,Rashid Rahman,Prime Trade Group,911.84,636.3164900831962,S00320,474,2024-04-19 16:37:00,,Bangla,162,Young,0.454
P00240,Biology Complete Practice,Academic,Biology,Touhid Uddin,Prime Supply Co,440.97,360.23,S00084,628,2021-05-14 15:06:00,Paperback,Bangla,277,Elderly,0.926
P00241,Activity Books Simplified,Children,Activity Books,Sultana Khan,Global Enterprises,449.89,344.58,S00545,443,2026-03-04 00:54:00,Ebook,Bangla,516,Young,0.768
P00242,Python Handbook Series,Programming,Python,Kamal Islam,Metro Supply Co,994.99,767.65,S00897,193,2021-10-02 07:51:00,Hardcover,Bangla,118,Young,0.596
P00243,Biology Simplified Edition,Academic,Biology,Shahana Rahman,Prime Supply Co,1098.68,887.36,S00794,71,2023-11-06 18:54:00,Paperback,Bangla,379,Professional,0.748
P00244,Web Development Simplified Practice,Programming,Web Development,Mohiuddin Sarker,Royal Supply Co,521.62,340.11,S00701,365,2023-10-20 13:49:00,Ebook,Bangla,581,Young,0.232
P00245,Activity Books Essentials,Children,Activity Books,Ferdous Rahman,Ocean Logistics,225.43,171.93,S00109,330,2019-12-04 20:58:00,Ebook,Bangla,251,Kids,0.211
P00246,Short Stories Complete,Fiction,Short Stories,Naila Ahmed,Green Publishing House,369.01,252.34,S00557,169,2021-12-25 09:11:00,Ebook,English,765,Young,0.77
P00247,Activity Books Handbook,Children,Activity Books,Jalal Chowdhury,Prime Supply Co,383.43,213.91,S00364,549,2022-07-31 20:26:00,Hardcover,Bangla,294,Young,0.739
P00248,Machine Learning Guide Pro,Programming,Machine Learning,Sabbir Islam,Global Enterprises,717.69,514.62,S00949,408,2025-06-15 18:57:00,Hardcover,Bangla,103,Kids,0.602
P00249,Biology Masterclass Practice,Academic,Biology,Riaz Sarker,Royal Supply Co,301.8,231.44,S00227,531,2024-02-13 10:28:00,Paperback,English,34,Young,0.572
P00250,Teacher Recruitment Workbook Practice,Exam Prep,Teacher Recruitment,Sabbir Khan,Ocean Distributors,286.71,172.18,S00443,393,2023-10-01 21:12:00,Paperback,Bangla,445,Young,0.704
P00251,Habit Building Masterclass,Self Help,Habit Building,Anika Hossain,Green Trade Group,570.23,331.87,S00420,577,2022-01-18 08:26:00,Ebook,English,467,Young,0.722
P00252,Rhymes Complete,Children,Rhymes,Mohiuddin Sarker,Bright Trade Group,206.35,132.7712677729175,S00444,618,2024-01-06 20:39:00,Ebook,English,421,Young,0.614
P00253,Fiqh Workbook,Religious,Fiqh,Jalal Chowdhury,Ocean Publishing House,888.27,708.31,S00135,54,2025-11-07 06:07:00,,English,311,Kids,0.561
P00254,Mystery Handbook,Fiction,Mystery,Rumana Chowdhury,Bright Logistics,432.3,298.96,S00058,479,2021-03-10 04:55:00,Hardcover,Bangla,775,Young,0.435
P00255,Chemistry Handbook Pro,Academic,Chemistry,Riaz Uddin,Delta Distributors,721.13,469.79,S00902,455,2019-09-18 08:55:00,Paperback,Bangla,528,Young,0.835
P00256,Leaders Simplified,Biography,Leaders,Mala Chowdhury,Prime Books Ltd,602.11,391.9,S00758,549,2020-09-10 15:57:00,Paperback,Bangla,442,Professional,0.373
P00257,Bcs Guide Pro,Exam Prep,Bcs,Ferdous Hossain,Delta Enterprises,880.35,700.57,S00950,539,2022-07-14 15:03:00,Paperback,Bangla,839,Professional,0.822
P00258,University Admission Masterclass Practice,Exam Prep,University Admission,Rashid Khan,Global Enterprises,524.63,421.99,S00727,403,2023-06-18 05:06:00,Paperback,English,788,Young,0.409
P00259,Admission Test Workbook Series,Exam Prep,Admission Test,Sabbir Hossain,Metro Supply Co,557.82,350.59,S00170,649,2024-03-19 00:12:00,Paperback,English,443,Young,0.528
P00260,Fiqh Handbook,Religious,Fiqh,Shahana Uddin,Delta Publishing House,715.57,583.89,S00333,57,2019-01-03 00:07:00,Ebook,Bangla,621,Professional,0.684
P00261,Quran Studies Workbook,Religious,Quran Studies,Rashid Sarker,Metro Supply Co,570.59,377.47,S00511,122,2021-01-28 07:58:00,Ebook,English,572,Young,0.632
P00262,Chemistry Simplified Edition,Academic,Chemistry,Sultana Khan,Royal Trade Group,463.45,355.81,S00047,341,2021-08-31 01:35:00,Paperback,Bangla,733,Young,0.776
P00263,Biology Complete Practice,Academic,Biology,Kamal Uddin,Bright Logistics,791.34,512.89,S00860,24,2025-01-01 13:10:00,Paperback,Bangla,707,Young,0.912
P00264,Biology Essentials Pro,Academic,Biology,Naila Islam,Prime Trade Group,322.79,190.02,S00093,184,2024-08-23 18:43:00,Hardcover,Bangla,443,Professional,0.78
P00265,Thriller Complete,Fiction,Thriller,Sabbir Islam,Prime Enterprises,477.2,332.02,S00935,602,2022-03-30 09:47:00,Ebook,English,765,Professional,0.629
P00266,Quran Studies Masterclass,Religious,Quran Studies,Mala Uddin,Metro Trade Group,865.74,582.9,S00630,541,2019-10-14 00:20:00,,Bangla,371,Kids,0.336
P00267,Islamic History Essentials,Religious,Islamic History,Naila Islam,Global Books Ltd,503.94,343.81,S00049,443,2023-05-19 10:21:00,Paperback,Bangla,312,Elderly,0.645
P00268,Coloring Books Handbook,Children,Coloring Books,Mala Rahman,Eastern Supply Co,199.11,150.89,S00276,488,2022-12-15 00:31:00,Hardcover,English,420,Young,0.875
P00269,Prayer Guides Handbook,Religious,Prayer Guides,Ferdous Hossain,Global Trade Group,206.33,159.26,S00309,326,2023-07-08 10:31:00,Ebook,Bangla,648,Young,0.32
P00270,Leadership Essentials,Self Help,Leadership,Ferdous Uddin,Metro Logistics,553.98,446.28,S00413,509,2024-12-15 06:27:00,Paperback,Bangla,103,Elderly,0.485
P00271,Python Essentials Edition,Programming,Python,Mohiuddin Khan,Green Books Ltd,1065.52,652.92,S00624,123,2020-12-19 10:00:00,Paperback,English,409,Young,0.394
P00272,Coloring Books Workbook,Children,Coloring Books,Ferdous Rahman,Green Logistics,149.45,88.16,S00690,164,2020-03-19 05:45:00,Ebook,English,210,Young,0.546
P00273,Admission Test Complete Edition,Exam Prep,Admission Test,Mala Ahmed,Metro Distributors,296.62,237.09,S00767,368,2019-02-19 01:32:00,,Bangla,698,Professional,0.215
P00274,University Admission Essentials Series,Exam Prep,University Admission,Sultana Rahman,Green Books Ltd,971.21,757.9,S00452,496,2022-11-02 04:53:00,Ebook,Bangla,355,Young,0.571
P00275,Story Books Simplified,Children,Story Books,Anika Uddin,Metro Distributors,386.39,276.14,S00948,85,2020-03-20 17:24:00,Paperback,English,820,Young,0.945
P00276,Entrepreneurship Essentials,Business,Entrepreneurship,Mala Sarker,Prime Distributors,1141.18,647.84,S00198,149,2026-02-17 22:17:00,Paperback,Bangla,217,Professional,0.785
P00277,Activity Books Workbook,Children,Activity Books,Touhid Islam,Global Supply Co,255.22,145.07,S00536,120,2021-01-03 02:14:00,Ebook,English,475,Professional,0.611
P00278,Mystery Masterclass,Fiction,Mystery,Amin Sarker,Bright Logistics,302.07,184.3,S00029,274,2022-11-23 19:33:00,Hardcover,Bangla,668,Young,0.599
P00279,Thriller Simplified,Fiction,Thriller,Mohiuddin Hossain,Metro Supply Co,668.76,402.78,S00738,362,2025-06-29 17:21:00,Ebook,English,721,Kids,0.406
P00280,Admission Test Simplified Edition,Exam Prep,Admission Test,Sultana Khan,Eastern Publishing House,1054.38,694.86,S00142,457,2019-06-02 04:13:00,Hardcover,Bangla,838,Young,0.468
P00281,Entrepreneurship Workbook,Business,Entrepreneurship,Shahana Hossain,Green Trade Group,536.3,366.42,S00818,452,2021-04-27 18:02:00,Paperback,Bangla,801,Kids,0.465
P00282,Mindfulness Simplified,Self Help,Mindfulness,Kamal Rahman,National Distributors,516.23,401.32,S00339,211,2022-12-16 07:13:00,Paperback,Bangla,709,Young,0.592
P00283,Entrepreneurs Essentials,Biography,Entrepreneurs,Kamal Khan,Ocean Supply Co,301.63,225.58,S00236,273,2023-01-17 08:00:00,Hardcover,Bangla,751,Professional,0.205
P00284,Chemistry Masterclass Series,Academic,Chemistry,Anika Islam,Metro Enterprises,480.64,357.26,S00788,61,2020-12-22 23:45:00,Hardcover,Bangla,537,Professional,0.674
P00285,Coloring Books Handbook,Children,Coloring Books,Sabbir Sarker,Bright Trade Group,436.56,278.45,S00030,573,2024-04-06 19:15:00,Ebook,Bangla,305,Young,0.777
P00286,Short Stories Complete,Fiction,Short Stories,Kamal Hossain,Green Logistics,954.83,726.27,S00298,424,2021-04-22 23:24:00,Paperback,Bangla,698,Professional,0.685
P00287,University Admission Simplified Practice,Exam Prep,University Admission,Riaz Uddin,National Publishing House,955.41,549.66,S00918,57,2025-07-21 17:20:00,Paperback,Bangla,755,Young,0.598
P00288,Bank Jobs Guide Practice,Exam Prep,Bank Jobs,Mala Hossain,Eastern Logistics,1085.15,755.37,S00633,328,2026-03-16 21:58:00,Hardcover,English,398,Professional,0.376
P00289,Chemistry Simplified Practice,Academic,Chemistry,Riaz Rahman,Royal Books Ltd,758.7304960332276,470.24,S00956,177,2024-03-06 01:40:00,Hardcover,Bangla,122,Young,0.329
P00290,Bank Jobs Simplified Edition,Exam Prep,Bank Jobs,Riaz Rahman,Metro Trade Group,1065.93,682.23,S00273,285,2023-04-11 14:46:00,Ebook,Bangla,170,Professional,0.848
P00291,Rhymes Complete,Children,Rhymes,Anika Uddin,National Books Ltd,446.05,263.93,S00911,590,2026-05-16 20:36:00,Ebook,Bangla,590,Professional,0.35
P00292,Romance Simplified,Fiction,Romance,Mala Hossain,Metro Trade Group,776.56,602.22,S00927,211,2024-09-22 11:30:00,Ebook,Bangla,417,Professional,0.506
P00293,Picture Books Simplified,Children,Picture Books,Jalal Khan,Bright Enterprises,408.95,231.16,S00948,372,2026-05-21 13:52:00,Hardcover,Bangla,782,Young,0.238
P00294,Marketing Simplified,Business,Marketing,Mohiuddin Ahmed,Ocean Distributors,866.79,706.57,S00740,504,2020-04-01 03:20:00,Hardcover,English,746,Young,0.725
P00295,Admission Test Essentials Series,Exam Prep,Admission Test,Rashid Ahmed,Royal Publishing House,1188.61,842.16,S00742,475,2021-05-25 21:28:00,Ebook,Bangla,503,Elderly,0.846
P00296,Mindfulness Essentials,Self Help,Mindfulness,Shahana Ahmed,Global Distributors,888.67,515.04,S00400,186,2025-03-25 03:37:00,Paperback,Bangla,434,Professional,0.405
P00297,Marketing Essentials,Business,Marketing,Naila Chowdhury,Delta Trade Group,330.39,251.37,S00889,410,2020-03-04 19:42:00,Paperback,English,524,Professional,0.613
P00298,Chemistry Essentials Pro,Academic,Chemistry,Kamal Chowdhury,Bright Logistics,1133.08,878.29,S00227,638,2020-05-16 05:50:00,Ebook,Bangla,665,Young,0.853
P00299,Mystery Handbook,Fiction,Mystery,Rumana Hossain,Metro Distributors,359.03,272.42,S00905,565,2019-01-13 08:19:00,Paperback,Bangla,160,Kids,0.935
P00300,Activity Books Complete,Children,Activity Books,Riaz Hossain,Prime Logistics,366.6,214.25,S00708,73,2025-10-29 12:39:00,Ebook,English,561,Young,0.404
P00301,Data Science Essentials Practice,Programming,Data Science,Anika Uddin,Ocean Publishing House,801.28,478.45,S00212,552,2023-03-17 21:12:00,Paperback,English,784,Professional,0.334
P00302,Rhymes Masterclass,Children,Rhymes,Jalal Islam,Bright Trade Group,361.19,249.6,S00477,132,2024-02-23 03:08:00,Hardcover,Bangla,673,Young,0.284
P00303,Classic Masterclass,Fiction,Classic,Jalal Khan,Global Trade Group,903.73,731.77,S00864,461,2020-12-13 14:09:00,Hardcover,Bangla,488,Professional,0.815
P00304,Bcs Guide Edition,Exam Prep,Bcs,Rumana Sarker,Green Books Ltd,1150.83,775.16,S00842,513,2024-09-15 18:39:00,Hardcover,Bangla,440,Professional,0.811
P00305,Databases Essentials Pro,Programming,Databases,Mohiuddin Hossain,Global Publishing House,859.67,547.36,S00438,186,2021-06-28 15:44:00,Paperback,Bangla,338,Young,0.232
P00306,Quran Studies Workbook,Religious,Quran Studies,Sabbir Rahman,Prime Supply Co,238.67,143.89,S00951,402,2023-03-26 08:57:00,Paperback,Bangla,353,Kids,0.29
P00307,Hadith Complete,Religious,Hadith,Mala Ahmed,Prime Supply Co,289.87,208.63,S00087,625,2023-12-29 01:05:00,Ebook,Bangla,537,Young,0.859
P00308,English Grammar Workbook Pro,Academic,English Grammar,Riaz Islam,National Trade Group,820.07,602.99,S00235,570,2025-04-18 17:14:00,Hardcover,Bangla,129,Professional,0.407
P00309,Islamic History Complete,Religious,Islamic History,Sultana Ahmed,Prime Logistics,712.22,512.42,S00936,298,2020-01-14 22:18:00,Ebook,English,346,Young,0.269
P00310,Thriller Handbook,Fiction,Thriller,Kamal Islam,Metro Trade Group,891.41,619.95,S00700,267,2026-01-13 05:05:00,Paperback,Bangla,400,Kids,0.477
P00311,Web Development Masterclass Series,Programming,Web Development,Touhid Hossain,National Enterprises,1090.79,707.1,S00838,184,2021-08-31 15:46:00,Hardcover,English,390,Young,0.673
