sales_id,supplier_id,customer_id,product_id,store_id,sales_date,quantity,unit_price,discount,total_amount,payment_method,sales_channel,reader_group,category
SLS000477,S00550,C00394,P00853,ST00513,2024-03-17,1,484.15,0.14,416.37,Cash,Online,Young,Programming
SLS000478,S00352,C00890,P00584,ST00867,2025-11-04,3,547.31,0.07,1526.99,Cash,Online,Young,Exam Prep
SLS000479,S00345,C00784,P00394,ST00171,2026-05-02,3,966.63,0.06,2725.9,Card,In-Store,Young,Programming
SLS000480,S00703,C00689,P00229,ST00884,2025-03-28,2,962.22,0.15,1635.77,Card,Online,Young,Programming
SLS000481,S00811,C00402,P00188,ST00754,2025-09-30,3,208.5,0.09,569.21,Bkash,In-Store,Young,Religious
SLS000482,S00096,C00339,P00798,ST00380,2026-02-19,1,369.7,0.15,314.24,Cash,,Professional,Fiction
SLS000483,S00944,C00726,P00886,ST00234,2025-05-20,2,1100.78,0.04908854895220493,2093.49,Bkash,Online,Young,Academic
SLS000484,S00031,C00092,P00323,ST00756,2025-03-14,3,423.03,0.14,1091.42,Rocket,In-Store,Young,Business
SLS000485,S00805,C00537,P00491,ST00411,2025-12-22,1,404.6,0.05,384.37,,In-Store,Young,Children
SLS000486,S00030,C00057,P00285,ST00978,2025-12-03,4,436.56,0.09,1589.08,Nagad,In-Store,Young,Children
SLS000487,S00426,C00624,P00453,ST00853,2024-03-14,2,581.58,0.05222408520753355,1102.42,Cash,In-Store,Professional,Programming
SLS000488,S00417,C00566,P00871,ST00785,2024-02-26,1,293.84,0.07,273.27,Bkash,In-Store,Young,Exam Prep
SLS000489,S00298,C00057,P00144,ST00319,2025-09-28,1,727.41,0.11,647.39,Rocket,Online,Young,Fiction
SLS000490,S00956,C00415,P00289,ST00706,2025-12-26,3,839.67,0.0,2519.01,Card,Online,Young,Academic
SLS000491,S00270,C00189,P00700,ST00750,2024-03-16,2,244.1,0.09,444.26,Nagad,Online,Young,Biography
SLS000492,S00700,C00803,P00310,ST00391,2024-05-19,3,891.41,0.02,2620.75,,Online,Young,Fiction
SLS000493,S00707,C00917,P00088,ST00089,2024-01-25,1,360.88,0.12,317.57,Card,Online,Young,Business
SLS000494,S00707,C00310,P00374,ST00729,2024-09-09,3,383.32,0.03,1115.46,Cash,In-Store,Young,Business
SLS000495,S00626,C00026,P00682,ST00279,2025-03-24,1,855.8,0.13,744.55,Card,Online,Young,Religious
SLS000496,S00517,C00900,P00985,ST00126,2024-11-18,1,782.0,0.03,758.54,Card,In-Store,Young,Fiction
SLS000497,S00601,C00848,P00894,ST00040,2024-04-16,3,505.64,0.02,1486.58,Nagad,Online,Young,Academic
SLS000498,S00097,C00802,P00561,ST00314,2025-05-09,2,358.84,0.07,667.44,Card,App,Young,Children
SLS000499,S00463,C00353,P00780,ST00493,2024-10-17,1,462.83,0.05,439.69,Nagad,App,Young,Fiction
SLS000500,S00412,C00079,P00571,ST00037,2024-09-13,3,1091.67,0.05,3111.26,Card,App,Young,Exam Prep
SLS000501,S00199,C00974,P00490,ST00547,2025-11-22,3,433.54,0.08,1196.57,Card,In-Store,Young,Self Help
SLS000502,S00097,C00487,P00177,ST00890,2024-10-11,1,215.62,0.1,194.06,Bkash,,Professional,Children
SLS000503,S00273,C00353,P00290,ST00585,2025-05-06,3,1065.93,0.1,2878.01,Nagad,Online,Young,Exam Prep
SLS000504,S00561,C00781,P00451,ST00505,2024-02-29,1,200.14,0.1,180.13,Rocket,In-Store,Young,Fiction
SLS000505,S00195,C00671,P00986,ST00223,2025-10-16,2,766.83,0.05,1456.98,Nagad,In-Store,Young,Self Help
SLS000506,S00767,C00040,P00612,ST00420,2025-04-29,1,1111.31,0.01,1100.2,,In-Store,Kids,Exam Prep
SLS000507,S00756,C00959,P00944,ST00588,2025-11-30,3,911.39,0.08,2515.44,Rocket,Online,Young,Academic
SLS000508,S00902,C00552,P00255,ST00863,2024-09-26,1,721.13,0.05,685.07,Card,,Kids,Academic
SLS000509,S00867,C00184,P00074,ST00876,2025-03-04,1,452.87,0.08,416.64,Rocket,App,Professional,Biography
SLS000510,S00317,C00015,P00977,ST00432,2025-01-17,1,314.72,0.05,298.98,Card,In-Store,Professional,Academic
SLS000511,S00824,C00547,P00328,ST00171,2026-05-30,4,430.82,0.03,1671.58,Card,Online,Young,Children
SLS000512,S00652,C00589,P00534,ST00702,2024-03-31,3,1122.66,0.08,3098.54,Card,Online,Young,Exam Prep
SLS000513,S00452,C00100,P00078,ST00948,2024-06-29,1,576.28,0.19,466.79,Bkash,Online,Young,Exam Prep
SLS000514,S00276,C00539,P00863,ST00956,2026-05-16,1,364.63,0.06963340614333588,339.24,Bkash,In-Store,Professional,Children
SLS000515,S00483,C00428,P00001,ST00996,2024-03-16,3,454.53,0.03,1322.68,Cash,In-Store,Young,Fiction
SLS000516,S00701,C00436,P00907,ST00240,2024-09-05,2,937.44,0.11,1668.64,Card,Online,Professional,Programming
SLS000517,S00934,C00975,P00172,ST00838,2024-10-11,3,1160.39,0.09,3167.86,Bkash,App,Young,Academic
SLS000518,S00811,C00293,P00188,ST00047,2025-12-03,2,208.5,0.09,379.47,Nagad,Online,Professional,Religious
SLS000519,S00486,C00886,P00831,ST00017,2025-11-11,2,242.8,0.07,451.61,Rocket,In-Store,Professional,Children
SLS000520,S00260,C00343,P00385,ST00664,2026-02-14,1,782.69,0.05,743.56,Rocket,App,Professional,Religious
SLS000521,S00135,C00177,P00253,ST00113,2024-03-26,1,888.27,0.04,852.74,Bkash,In-Store,Young,Religious
SLS000522,S00262,C00150,P00600,ST00371,2024-07-11,1,122.44,0.0,122.44,Bkash,App,Professional,Children
SLS000523,S00420,C00943,P00251,ST00015,2025-02-20,2,570.23,0.05,1083.44,Nagad,App,Young,Self Help
SLS000524,S00788,C00021,P00284,ST00084,2025-10-14,3,480.64,0.14,1240.05,Nagad,Online,Young,Academic
SLS000525,S00345,C00218,P00051,ST00200,2025-05-25,2,266.36,0.14,458.14,,Online,Professional,Programming
SLS000526,S00415,C00338,P00538,ST00536,2025-04-11,2,964.64,0.0,1929.28,Nagad,App,Professional,Academic
SLS000527,S00412,C00657,P00135,ST00318,2025-12-22,3,921.45,0.0,2764.35,,In-Store,Young,Exam Prep
SLS000528,S00713,C00373,P00841,ST00547,2024-06-25,2,857.62,0.07,1595.17,Nagad,Online,Young,Academic
SLS000529,S00273,C00019,P00754,ST00639,2026-01-25,3,505.73,0.05,1441.33,Nagad,App,Young,Exam Prep
SLS000530,S00339,C00511,P00282,ST00004,2025-08-11,1,516.23,0.01,511.07,Cash,In-Store,Kids,Self Help
SLS000531,S00466,C00887,P00532,ST00849,2024-08-01,1,333.78,0.1,300.4,Bkash,Online,Young,Religious
SLS000532,S00661,C00889,P00577,ST00052,2025-01-25,4,834.56,0.04,3204.71,Card,Online,Young,Fiction
SLS000533,S00854,C00992,P00673,ST00870,2024-09-01,1,487.75,0.06,458.48,Card,App,Professional,Religious
SLS000534,S00861,C00341,P00417,ST00975,2024-10-02,3,936.59,0.04,2697.38,Bkash,App,Young,Programming
SLS000535,S00262,C00121,P00658,ST00898,2025-09-02,2,220.48,0.11,392.45,Bkash,App,Elderly,Children
SLS000536,S00040,C00066,P00175,ST00521,2024-09-28,2,989.71,0.11,1761.68,Rocket,In-Store,Professional,Fiction
SLS000537,S00782,C00870,P00468,ST00765,2026-02-06,1,735.68,0.19,595.9,Rocket,Online,Young,Exam Prep
SLS000538,S00192,C00752,P00100,ST00162,2024-03-28,3,867.29,0.14,2237.61,Bkash,Online,Young,Religious
SLS000539,S00967,C00628,P00941,ST00932,2024-05-30,2,265.06,0.13,461.2,Cash,Online,Professional,Academic
SLS000540,S00001,C00490,P00398,ST00025,2026-03-26,1,840.14,0.09,764.53,Cash,Online,Professional,Academic
SLS000541,S00597,C00455,P00619,ST00533,2025-01-27,1,553.81,0.08,509.51,,In-Store,Professional,Academic
SLS000542,S00225,C00488,P00485,ST00441,2024-07-31,3,896.9,0.05,2556.16,Card,Online,Young,Exam Prep
SLS000543,S00332,C00359,P00031,ST00791,2024-08-15,3,445.56,0.01,1323.31,Card,In-Store,Young,Self Help
SLS000544,S00055,C00471,P00068,ST00739,2024-06-10,1,324.27,0.03,314.54,Bkash,App,Young,Academic
SLS000545,S00511,C00209,P00261,ST00316,2026-03-12,1,570.59,0.07,530.65,Cash,In-Store,Young,Religious
SLS000546,S00447,C00116,P00681,ST00154,2024-10-28,3,1306.85,0.09,3567.7,Bkash,,Young,Business
SLS000547,S00078,C00209,P00643,ST00788,2026-04-16,1,379.87,0.08,349.48,Nagad,Online,Young,Children
SLS000548,S00072,C00970,P00192,ST00976,2025-12-10,2,1148.27,0.06,2158.75,Nagad,Online,Young,Academic
SLS000549,S00581,C00991,P00484,ST00092,2024-11-16,2,197.68,0.08,363.73,Bkash,In-Store,Young,Religious
SLS000550,S00280,C00755,P00366,ST00727,2025-10-25,2,616.92,0.1,1110.46,Cash,App,Young,Academic
SLS000551,S00788,C00842,P00567,ST00497,2025-03-02,2,295.11,0.06,554.81,Card,In-Store,Elderly,Academic
SLS000552,S00927,C00104,P00334,ST00298,2025-03-03,4,934.24,0.18,3064.31,Card,Online,Young,Fiction
SLS000553,S00982,C00122,P00898,ST00016,2025-11-18,2,624.52,0.02,1224.06,Card,In-Store,Professional,Academic
SLS000554,S00246,C00092,P00469,ST00718,2025-09-29,2,234.46,0.16,393.89,Cash,Online,Young,Biography
SLS000555,S00548,C00059,P00426,ST00125,2024-07-14,3,228.44,0.05,651.05,Bkash,App,Young,Children
SLS000556,S00333,C00751,P00707,ST00851,2024-12-28,1,195.64,0.1,176.08,Card,Online,Young,Religious
SLS000557,S00507,C00054,P00785,ST00253,2026-04-14,3,1125.52,0.04,3241.5,Bkash,Online,Young,Academic
SLS000558,S00225,C00950,P00438,ST00579,2024-07-06,3,857.82,0.07,2393.32,Card,Online,Young,Exam Prep
SLS000559,S00411,C00654,P00116,ST00270,2025-09-28,1,742.32,0.07,690.36,Bkash,,Professional,Exam Prep
SLS000560,S00343,C00169,P00092,ST00696,2026-01-22,1,902.98,0.05,857.83,Nagad,Online,Young,Fiction
SLS000561,S00368,C00821,P00326,ST00110,2025-06-20,3,554.86,0.06,1564.71,Cash,Online,Young,Academic
SLS000562,S00408,C00827,P00737,ST00329,2024-02-18,1,949.65,0.01,940.15,Bkash,In-Store,Young,Business
SLS000563,S00415,C00560,P00659,ST00492,2026-01-30,1,1009.4,0.0,1009.4,Bkash,Online,Professional,Academic
SLS000564,S00030,C00090,P00285,ST00573,2026-03-15,1,436.56,0.12,384.17,Nagad,Online,Professional,Children
SLS000565,S00982,C00397,P00004,ST00565,2025-07-28,1,537.49,0.13,467.62,Rocket,Online,Young,Academic
SLS000566,S00175,C00544,P00645,ST00076,2025-12-05,3,447.54,0.12,1181.51,Nagad,Online,Young,Exam Prep
SLS000567,S00695,C00748,P00564,ST00034,2024-02-10,1,466.41,0.07,433.76,Nagad,In-Store,Professional,Business
SLS000568,S00259,C00295,P00774,ST00227,2025-10-08,1,586.69,0.08,539.75,Nagad,Online,Young,Fiction
SLS000569,S00106,C00876,P00691,ST00036,2025-12-19,2,337.38,0.19,546.56,Rocket,Online,Professional,Business
SLS000570,S00794,C00251,P00243,ST00210,2025-05-23,2,1098.68,0.03,2131.44,Nagad,App,Young,Academic
SLS000571,S00408,C00999,P00737,ST00054,2025-04-12,3,949.65,0.04,2734.99,Bkash,In-Store,Young,Business
SLS000572,S00508,C00114,P00482,ST00507,2025-12-24,3,265.93,0.07,741.94,Nagad,App,Young,Religious
SLS000573,S00789,C00836,P00574,ST00097,2025-08-14,1,1119.96,0.07,1041.56,Card,In-Store,Young,Business
SLS000574,S00047,C00131,P00356,ST00397,2024-01-26,2,408.25,0.07915011783691916,751.87,Rocket,Online,Professional,Academic
SLS000575,S00890,C00763,P00795,ST00765,2024-06-13,4,733.24,0.07,2727.65,Cash,In-Store,Young,Self Help
SLS000576,S00947,C00865,P00201,ST00766,2025-06-11,4,861.21,0.0,3444.84,Card,In-Store,Young,Self Help
SLS000577,S00129,C00309,P00208,ST00546,2025-06-24,3,444.1,0.08,1225.72,Cash,Online,Young,Exam Prep
SLS000578,S00166,C00101,P00236,ST00031,2024-08-21,3,270.69,0.0,812.07,Nagad,Online,Young,Self Help
SLS000579,S00093,C01000,P00794,ST00516,2024-05-04,2,883.42,0.14,1519.48,Bkash,Online,Professional,Academic
SLS000580,S00215,C00970,P00732,ST00241,2025-07-24,3,689.34,0.05,1964.62,Nagad,Online,Young,Academic
SLS000581,S00935,C00760,P00265,ST00553,2024-10-03,3,477.2,0.08,1317.07,Bkash,Online,Young,Fiction
SLS000582,S00160,C00383,P00151,ST00902,2025-08-25,2,918.22,0.05,1744.62,Bkash,Online,Professional,Programming
SLS000583,S00460,C00134,P00033,ST00586,2025-08-12,2,291.37,0.09,530.29,Rocket,In-Store,Young,Self Help
SLS000584,S00431,C00413,P00689,ST00936,2024-07-10,1,740.65,0.07,688.8,Bkash,Online,Professional,Fiction
SLS000585,S00415,C00723,P00538,ST00199,2025-11-16,1,964.64,0.05,916.41,Bkash,In-Store,Professional,Academic
SLS000586,S00392,C00150,P00705,ST00257,2024-05-18,1,872.71,0.11,776.71,Nagad,Online,Professional,Religious
SLS000587,S00544,C00016,P00713,ST00141,2024-12-23,2,529.82,0.06923806707712708,986.27,Card,,Professional,Programming
SLS000588,S00566,C00906,P00849,ST00075,2025-06-08,2,533.29,0.01,1055.91,Bkash,In-Store,Young,Business
SLS000589,S00674,C00699,P00414,ST00013,2026-03-02,1,342.32,0.14,294.4,Cash,Online,Young,Religious
SLS000590,S00467,C00692,P00833,ST00922,2026-04-19,2,1100.54,0.05,2091.03,Bkash,Online,Young,Programming
SLS000591,S00957,C00948,P00437,ST00432,2025-09-11,3,859.29,0.1,2320.08,Nagad,Online,Young,Self Help
SLS000592,S00362,C00516,P00712,ST00934,2025-08-15,1,141.89,0.06,133.38,Cash,,Professional,Children
SLS000593,S00534,C00313,P00550,ST00863,2025-03-22,3,286.32,0.15,730.12,Cash,Online,Young,Children
SLS000594,S00024,C00913,P00922,ST00738,2025-03-08,2,540.22,0.02,1058.83,Nagad,In-Store,Young,Biography
SLS000595,S00958,C00986,P00370,ST00911,2025-05-12,2,971.49,0.04,1865.26,Nagad,,Elderly,Academic
SLS000596,S00368,C00019,P00695,ST00252,2026-04-15,1,950.49,0.04,912.47,Bkash,Online,Young,Academic
SLS000597,S00589,C00328,P00601,ST00855,2025-08-04,3,1125.28,0.04,3240.81,Card,App,Young,Exam Prep
SLS000598,S00215,C00358,P00999,ST00670,2026-01-01,1,1014.92,0.04,974.32,Card,App,Professional,Academic
SLS000599,S00398,C00111,P00085,ST00587,2025-05-08,2,639.17,0.06,1201.64,Cash,Online,Young,Biography
SLS000600,S00589,C00220,P00601,ST00608,2025-10-16,1,1125.28,0.08,1035.26,Bkash,In-Store,Young,Exam Prep
SLS000601,S00374,C00022,P00231,ST00900,2026-01-29,2,687.91,0.13,1196.96,Bkash,Online,Young,Self Help
SLS000602,S00327,C00695,P00888,ST00923,2025-01-25,2,783.93,0.01,1552.18,Nagad,In-Store,Young,Programming
SLS000603,S00096,C00107,P00798,ST00165,2025-07-30,1,369.7,0.07,343.82,Bkash,In-Store,Young,Fiction
SLS000604,S00389,C00890,P00668,ST00077,2025-03-14,3,203.07,0.1,548.29,Cash,Online,Young,Religious
SLS000605,S00935,C00581,P00477,ST00260,2025-04-01,2,330.87,0.09,602.18,Card,Online,Young,Fiction
SLS000606,S00415,C00353,P00687,ST00807,2024-08-24,2,1004.72,0.0,2009.44,Nagad,In-Store,Young,Academic
SLS000607,S00976,C00813,P00553,ST00091,2026-01-17,1,1099.1,0.14,945.23,Bkash,Online,Young,Academic
SLS000608,S00030,C00651,P00285,ST00653,2025-12-30,3,436.56,0.09,1191.81,Nagad,In-Store,Young,Children
SLS000609,S00200,C00757,P00825,ST00380,2026-04-02,1,726.32,0.04,697.27,Bkash,App,Young,Academic
SLS000610,S00918,C00880,P00509,ST00906,2024-09-11,2,278.29,0.02,545.45,Cash,Online,Professional,Exam Prep
SLS000611,S00058,C00811,P00254,ST00820,2026-06-10,2,432.3,0.13,752.2,Rocket,Online,Young,Fiction
SLS000612,S00351,C00783,P00671,ST00491,2025-09-20,3,1083.94,0.05,3089.23,Card,In-Store,Young,Exam Prep
SLS000613,S00237,C00733,P00023,ST00363,2024-10-31,1,282.48,0.07,262.71,Cash,In-Store,Professional,Academic
SLS000614,S00197,C00374,P00724,ST00834,2026-02-20,3,912.73,0.06,2573.9,Bkash,In-Store,Young,Academic
SLS000615,S00782,C00652,P00468,ST00233,2025-05-13,3,735.68,0.12,1942.2,Nagad,Online,Young,Exam Prep
SLS000616,S00845,C00563,P00636,ST00523,2025-05-08,1,358.95,0.02,351.77,,,Professional,Self Help
SLS000617,S00665,C00964,P00164,ST00927,2024-05-19,1,659.37,0.04,633.0,Bkash,Online,Young,Fiction
SLS000618,S00752,C00494,P00722,ST00592,2025-02-19,2,1060.4,0.11,1887.51,Bkash,Online,Professional,Business
SLS000619,S00588,C00220,P00727,ST00925,2024-01-23,1,1197.17,0.1,1077.45,Nagad,Online,Young,Exam Prep
SLS000620,S00348,C00455,P00746,ST00422,2025-01-15,1,420.89,0.08,387.22,,App,Professional,Business
SLS000621,S00109,C00410,P00465,ST00618,2025-08-24,4,252.41,0.05,959.16,,App,Young,Children
SLS000622,S00078,C00465,P00643,ST00936,2026-06-01,3,379.87,0.07,1059.84,Cash,In-Store,Young,Children
SLS000623,S00603,C00578,P00548,ST00732,2024-07-19,1,285.97,0.08,263.09,Bkash,App,Young,Children
SLS000624,S00374,C00949,P00231,ST00899,2026-02-21,3,687.91,0.13,1795.45,Nagad,Online,Young,Self Help
SLS000625,S00926,C00280,P00028,ST00832,2024-02-04,3,507.6,0.09,1385.75,Card,In-Store,Young,Self Help
SLS000626,S00964,C00969,P00412,ST00074,2024-01-12,1,310.01,0.01,306.91,Card,In-Store,Professional,Religious
SLS000627,S00800,C00783,P00821,ST00246,2024-11-02,3,264.39,0.11,705.92,Rocket,In-Store,Young,Academic
SLS000628,S00824,C00180,P00321,ST00736,2024-09-15,3,388.92,0.0,1166.76,Nagad,In-Store,Young,Children
SLS000629,S00946,C00279,P00752,ST00884,2024-06-21,2,807.27,0.13,1404.65,Rocket,Online,Professional,Academic
SLS000630,S00335,C00913,P00641,ST00797,2025-05-07,2,433.68,0.17,719.91,Bkash,Online,Young,Business
SLS000631,S00696,C00806,P00353,ST00299,2026-05-31,2,640.11,0.04,1229.01,Cash,,Young,Exam Prep
SLS000632,S00483,C00142,P00001,ST00610,2024-05-29,3,454.53,0.16,1145.42,Cash,Online,Young,Fiction
SLS000633,S00117,C00582,P00432,ST00653,2025-01-20,1,439.06,0.09,399.54,Nagad,Online,Young,Exam Prep
SLS000634,S00792,C00275,P00391,ST00419,2025-06-23,2,740.92,0.09,1348.47,Nagad,App,Young,Biography
SLS000635,S00455,C00631,P00145,ST00575,2025-01-18,3,1156.72,0.04,3331.35,Bkash,App,Young,Programming
SLS000636,S00200,C00172,P00825,ST00985,2025-01-01,2,726.32,0.05,1380.01,Bkash,Online,Professional,Academic
SLS000637,S00746,C00350,P00955,ST00525,2024-02-03,3,141.86,0.13,370.25,Nagad,Online,Young,Children
SLS000638,S00551,C00385,P00127,ST00183,2025-03-02,1,743.28,0.05,706.12,Card,Online,Professional,Religious
SLS000639,S00157,C00532,P00230,ST00489,2026-04-07,2,659.27,0.16,1107.57,Cash,Online,Professional,Business
SLS000640,S00248,C00239,P00635,ST00164,2026-02-19,2,724.19,0.13,1260.09,Rocket,Online,Professional,Exam Prep
SLS000641,S00570,C00731,P00950,ST00680,2025-12-13,1,1303.05,0.11,1159.71,Bkash,Online,Young,Business
SLS000642,S00804,C00813,P00933,ST00895,2024-03-11,1,667.89,0.01,661.21,Nagad,App,Young,Programming
SLS000643,S00732,C00640,P00931,ST00666,2024-04-21,2,431.2,0.03,836.53,Rocket,Online,Young,Children
SLS000644,S00350,C00904,P00440,ST00873,2025-04-16,3,438.06,0.1,1182.76,Nagad,Online,Young,Exam Prep
SLS000645,S00195,C00796,P00986,ST00720,2024-09-22,3,766.83,0.06,2162.46,Bkash,In-Store,Young,Self Help
SLS000646,S00124,C00042,P00364,ST00419,2024-06-04,4,120.14,0.15,408.48,Bkash,Online,Young,Children
SLS000647,S00167,C00084,P00094,ST00518,2024-06-14,1,1315.52,0.03,1276.05,Bkash,App,Young,Business
SLS000648,S00333,C00660,P00707,ST00513,2024-06-12,2,195.64,0.06,367.8,Rocket,,Professional,Religious
SLS000649,S00525,C00725,P00555,ST00375,2024-03-22,2,1156.78,0.14,1989.66,Cash,Online,Professional,Exam Prep
SLS000650,S00773,C00968,P00803,ST00088,2025-06-29,1,1318.57,0.08,1213.08,Nagad,Online,Young,Business
SLS000651,S00146,C00003,P00622,ST00695,2025-01-04,4,826.0,0.08,3039.68,Nagad,Online,Young,Fiction
SLS000652,S00350,C00237,P00826,ST00043,2025-08-21,3,1077.8,0.02,3168.73,Card,Online,Young,Exam Prep
SLS000653,S00346,C00835,P00342,ST00196,2024-07-10,1,860.99,0.03,835.16,Nagad,App,Young,Fiction
SLS000654,S00030,C00894,P00285,ST00435,2025-06-25,1,436.56,0.02,427.83,Card,App,Young,Children
SLS000655,S00173,C00462,P00760,ST00986,2024-06-13,1,205.37,0.05,195.1,Cash,App,Young,Children
SLS000656,S00008,C00478,P00494,ST00293,2026-04-04,1,1473.39,0.1,1326.05,Cash,In-Store,Young,Business
SLS000657,S00307,C00856,P00185,ST00788,2024-06-02,2,704.48,0.17,1169.44,Bkash,Online,Young,Academic
SLS000658,S00707,C00458,P00374,ST00401,2025-12-10,1,383.32,0.08,352.65,Cash,App,Professional,Business
SLS000659,S00749,C00792,P00804,ST00211,2025-09-04,1,364.06,0.1,327.65,Bkash,In-Store,Professional,Children
SLS000660,S00007,C00950,P00925,ST00028,2024-06-26,3,711.31,0.07,1984.55,Card,Online,Young,Programming
SLS000661,S00495,C00262,P00762,ST00085,2024-03-21,2,576.8,0.06,1084.38,Cash,,Young,Academic
SLS000662,S00752,C00273,P00722,ST00398,2025-07-21,1,1060.4,0.09,964.96,Card,In-Store,Young,Business
SLS000663,S00027,C00942,P00818,ST00381,2024-02-08,2,336.16,0.07,625.26,Nagad,In-Store,Professional,Religious
SLS000664,S00556,C00422,P00204,ST00615,2025-07-07,2,297.77,0.08,547.9,Card,App,Kids,Biography
SLS000665,S00559,C00014,P00579,ST00057,2025-08-28,2,649.73,0.05,1234.49,Nagad,App,Young,Fiction
SLS000666,S00433,C00496,P00598,ST00269,2025-07-31,2,383.75,0.02,752.15,Nagad,In-Store,Kids,Children
SLS000667,S00574,C00614,P00945,ST00025,2026-05-21,1,437.68,0.08,402.67,Nagad,App,Young,Exam Prep
SLS000668,S00633,C00243,P00020,ST00869,2025-01-18,3,496.77,0.13,1296.57,Nagad,In-Store,Young,Exam Prep
SLS000669,S00553,C00730,P00970,ST00379,2025-03-23,2,285.93,0.08,526.11,Nagad,Online,Young,Children
SLS000670,S00661,C00231,P00729,ST00572,2026-04-26,1,882.46,0.05,838.34,Bkash,In-Store,Young,Fiction
SLS000671,S00562,C00118,P00027,ST00705,2026-02-07,1,1185.38,0.05,1126.11,Bkash,In-Store,Professional,Programming
SLS000672,S00258,C00250,P00517,ST00256,2025-02-18,1,425.2,0.07,395.44,Cash,Online,Young,Children
SLS000673,S00066,C00528,P00075,ST00128,2025-01-12,3,228.78,0.02,672.61,Rocket,In-Store,Young,Self Help
SLS000674,S00320,C00858,P00607,ST00566,2025-12-05,2,651.04,0.19,1054.68,Nagad,Online,Young,Fiction
SLS000675,S00561,C00523,P00451,ST00897,2025-05-19,4,200.14,0.13,696.49,Nagad,Online,Young,Fiction
SLS000676,S00259,C00852,P00774,ST00887,2025-03-05,2,586.69,0.05,1114.71,Bkash,In-Store,Young,Fiction
SLS000677,S00559,C00060,P00579,ST00295,2025-12-29,1,649.73,0.05,617.24,Bkash,App,Young,Fiction
SLS000678,S00347,C00370,P00790,ST00254,2025-12-04,3,725.24,0.11108517807935732,1934.03,,Online,Young,Fiction
SLS000679,S00694,C00433,P00368,ST00337,2025-01-05,3,672.89,0.03,1958.11,Card,In-Store,Young,Programming
SLS000680,S00668,C00806,P00859,ST00234,2024-12-19,2,678.36,0.17,1126.08,Card,,Young,Fiction
SLS000681,S00899,C00608,P00868,ST00961,2025-08-20,2,1130.73,0.06,2125.77,Nagad,In-Store,Young,Business
SLS000682,S00808,C00788,P00662,ST00034,2024-01-01,1,357.6,0.02,350.45,Bkash,App,Young,Children
SLS000683,S00333,C00336,P00260,ST00180,2025-11-29,2,715.57,0.06,1345.27,Card,App,Professional,Religious
SLS000684,S00618,C00937,P00990,ST00029,2025-03-22,1,900.8,0.05,855.76,Card,Online,Young,Exam Prep
SLS000685,S00284,C00818,P00823,ST00853,2026-02-19,1,955.75,0.07,888.85,Nagad,App,Professional,Fiction
SLS000686,S00606,C00918,P00855,ST00452,2025-05-04,1,919.8,0.05,873.81,Nagad,App,Young,Self Help
SLS000687,S00310,C00262,P00015,ST00218,2024-12-12,2,341.4,0.16,573.55,Nagad,Online,Young,Fiction
SLS000688,S00240,C00006,P00832,ST00378,2024-04-13,2,916.18,0.12365286944930326,1605.78,Card,,Professional,Fiction
SLS000689,S00006,C00612,P00218,ST00100,2024-01-02,2,954.07,0.05,1812.73,Bkash,In-Store,Young,Programming
SLS000690,S00989,C00487,P00503,ST00101,2025-08-17,1,399.02,0.19,323.21,Bkash,Online,Professional,Business
SLS000691,S00333,C00783,P00707,ST00943,2024-06-26,4,195.64,0.08,719.96,Card,In-Store,Young,Religious
SLS000692,S00752,C00097,P00408,ST00687,2026-02-01,1,1425.62,0.03,1382.85,Card,Online,Professional,Business
SLS000693,S00084,C00590,P00240,ST00630,2025-03-17,1,440.97,0.05,418.92,Bkash,In-Store,Young,Academic
SLS000694,S00493,C00196,P00497,ST00454,2026-02-14,1,125.14,0.01,123.89,Nagad,Online,Professional,Children
SLS000695,S00227,C00509,P00298,ST00475,2025-02-19,1,1133.08,0.08548235809905523,1036.22,Bkash,Online,Professional,Academic
SLS000696,S00217,C00157,P00618,ST00766,2024-12-02,1,330.21,0.08,303.79,Cash,Online,Young,Religious
SLS000697,S00411,C00916,P00116,ST00047,2024-05-05,3,742.32,0.01,2204.69,,App,Young,Exam Prep
SLS000698,S00352,C00180,P00406,ST00658,2025-01-01,2,1077.01,0.03,2089.4,Bkash,In-Store,Young,Exam Prep
SLS000699,S00639,C00572,P00595,ST00532,2026-01-02,2,480.94,0.02,942.64,Nagad,In-Store,Professional,Programming
SLS000700,S00618,C00005,P00990,ST00293,2026-02-05,2,900.8,0.03,1747.55,Nagad,In-Store,Young,Exam Prep
SLS000701,S00689,C00155,P00492,ST00205,2025-03-02,1,910.09,0.16,764.48,Card,Online,Professional,Fiction
SLS000702,S00950,C00492,P00425,ST00861,2026-06-10,1,1192.76,0.1,1073.48,,Online,Young,Exam Prep
SLS000703,S00274,C00039,P00988,ST00927,2024-02-02,1,448.09,0.06,421.2,Bkash,In-Store,Young,Academic
SLS000704,S00805,C00537,P00926,ST00090,2024-02-16,2,226.6,0.08,416.94,Nagad,Online,Young,Children
SLS000705,S00439,C00181,P00679,ST00160,2024-01-01,3,978.99,0.13,2555.16,Nagad,Online,Young,Exam Prep
SLS000706,S00641,C00730,P00544,ST00657,2024-02-25,3,997.1,0.14,2572.52,Bkash,In-Store,Young,Academic
SLS000707,S00049,C00872,P00267,ST00768,2024-01-05,2,503.94,0.07,937.33,Nagad,App,Young,Religious
