store_id,store_name,city,region,store_type,opening_date,manager_name,floor_area,monthly_rent,employee_count,store_rating
ST00184,Story House Store - Dhaka,Chandpur,Chattogram,Mall Outlet,2020-09-18 08:34:00,Adib Amin,4190.46,147892.31,33,3.67
ST00185,Rokomari Store - Gopalganj,Feni,Chattogram,Flagship,2020-01-05 09:58:00,Nayeem Khan,1985.37,115791.73,23,3.94
ST00186,Literary World Store - Tangail,Chandpur,Chattogram,Standard,2020-10-13 02:54:00,Rahim Uddin,787.89,247185.82,11,3.81
ST00187,Rokomari Branch - Chittagong,Tangail,Dhaka,Flagship,2025-07-01 14:41:00,Tamim Uddin,3796.9,188080.26,59,4.73
ST00188,Novel Nest Outlet - Bandarban,Munshiganj,Dhaka,Flagship,2020-07-11 07:19:00,Imran Ahmed,4500.37,204713.85,30,4.8
ST00189,Novel Nest Store - Tangail,Rangamati,Chattogram,Standard,2022-01-17 01:26:00,Sakib Ahmed,3296.79,208965.47,58,3.5
ST00190,Book Valley Store - Feni,Noakhali,Chattogram,Online Hub,2025-01-09 22:45:00,Shaila Sarker,431.63,20140.61,28,4.91
ST00191,Readers Point Center - Munshiganj,Feni,Chattogram,Standard,2017-03-02 01:54:00,Ayesha Bhuiyan,3630.54,27850.83,36,4.7
ST00192,Novel Nest Branch - Madaripur,Chittagong,Chattogram,Mini,2021-10-29 19:39:00,Jannat Karim,437.01,61615.77,33,4.84
ST00193,Pages Cafe Branch - Brahmanbaria,Rajbari,Dhaka,Standard,2023-05-17 14:24:00,Imran Islam,5587.89,168976.14,58,4.35
ST00194,Book Valley Store - Tangail,Dhaka,Dhaka,Standard,2025-02-17 17:04:00,Adib Nahar,1896.91,161628.06,8,3.24
ST00195,Literary World Center - Dhaka,Feni,Chattogram,Online Hub,2017-07-22 03:13:00,Tasnima Jahan,5277.64,91413.44,32,3.23
ST00196,Book Valley Branch - Bandarban,Dhaka,Dhaka,Mini,2023-07-17 01:48:00,Nayeem Jahan,467.81,243654.71,10,4.8
ST00197,Novel Nest Store - Tangail,Dhaka,Dhaka,Standard,2024-03-22 04:34:00,Rumana Talukder,944.41,36880.06,52,3.92
ST00198,Pages Cafe Store - Khagrachari,Kishoreganj,Dhaka,Mall Outlet,2020-02-28 18:43:00,Rumana Karim,2927.89,197529.23,32,4.76
ST00199,Pages Cafe Branch - Bandarban,Rajbari,Dhaka,Standard,2023-09-18 18:01:00,Sami Talukder,4648.2,128006.12,55,4.39
ST00200,Book Valley Store - Lakshmipur,Narsingdi,Dhaka,Flagship,2021-06-10 20:24:00,Fahim Patwary,5678.35,113426.04,17,3.27
ST00201,Bookhub Outlet - Rangamati,Dhaka,Dhaka,Standard,2022-12-03 11:57:00,Nafis Rahman,3318.13,21007.77,11,3.65
ST00202,Pages Cafe Outlet - Munshiganj,Dhaka,Dhaka,Mini,2020-07-05 01:48:00,Rahim Patwary,2390.58,186032.92,38,4.93
ST00203,Readers Point Center - Munshiganj,Dhaka,Dhaka,Standard,2018-08-06 05:40:00,Muntasir Karim,649.51,196320.25,10,2.84
ST00204,Readers Point Outlet - Gazipur,Gazipur,Dhaka,Online Hub,2024-06-15 16:40:00,Karim Sheikh,3668.77,166947.46368543291,23,4.37
ST00205,Story House Store - Shariatpur,Dhaka,Dhaka,Standard,2018-12-13 05:49:00,Tamim Sarker,2528.25,136486.27,20,4.95
ST00206,Bookhub Center - Tangail,Bandarban,Chattogram,Standard,2018-09-09 10:42:00,Karim Patwary,5491.15,157513.9,14,3.03
ST00207,Literary World Center - Comilla,Dhaka,Dhaka,Online Hub,2024-12-21 16:12:00,Nusrat Islam,3088.33,101396.63,9,3.4
ST00208,Rokomari Branch - Gazipur,Gazipur,Dhaka,Standard,2025-06-05 01:13:00,Rumana Jahan,4686.5,159661.77,40,4.0
ST00209,Bookhub Store - Comilla,Gazipur,Dhaka,Standard,2022-06-26 05:24:00,Nusrat Sarker,5149.98,117019.86,45,4.66
ST00210,Book Valley Center - Dhaka,Munshiganj,Dhaka,Flagship,2022-03-23 06:35:00,Nabil Jahan,950.35,221346.42,24,3.91
ST00211,Bookhub Store - Shariatpur,Feni,Chattogram,Standard,2020-03-31 13:40:00,Nayeem Das,2868.74,183850.61,18,2.93
ST00212,Literary World Store - Faridpur,Dhaka,Dhaka,Standard,2022-07-04 05:40:00,Ayesha Ahmed,5404.82,40967.5,11,3.08
ST00213,Story House Center - Narsingdi,Gazipur,Dhaka,Flagship,2022-06-25 21:45:00,Mahin Chowdhury,2776.95,202906.75,41,3.63
ST00214,Readers Point Branch - Kishoreganj,Bandarban,Chattogram,Standard,2021-08-26 05:01:00,Tasnima Ahmed,3564.86,94313.82,48,3.51
ST00215,Bookhub Store - Gazipur,Dhaka,Dhaka,Flagship,2022-11-23 18:38:00,Mahin Das,5289.38,234858.58,33,3.28
ST00216,Pages Cafe Branch - Manikganj,Cox's Bazar,Chattogram,Standard,2021-12-28 01:48:00,Shuvo Patwary,1702.52,156792.25,27,4.65
ST00217,Rokomari Outlet - Comilla,Noakhali,Chattogram,Standard,2023-01-03 23:33:00,Nayeem Nahar,5409.66,21480.82,39,2.86
ST00218,Story House Outlet - Chittagong,Shariatpur,Dhaka,Standard,2020-06-19 19:10:00,Nayeem Amin,2623.36,129542.6643343751,55,4.62
ST00219,Literary World Store - Feni,Noakhali,Chattogram,Mini,2022-11-23 10:42:00,Sifat Patwary,3720.99,45722.58,59,4.83
ST00220,Bookhub Center - Cox'S Bazar,Kishoreganj,Dhaka,Mini,2019-01-27 02:47:00,Adib Miah,2237.02,221157.86,13,4.19
ST00221,Pages Cafe Center - Narsingdi,Kishoreganj,Dhaka,Standard,2018-12-05 16:29:00,Nusrat Talukder,3351.87,237857.62,29,4.18
ST00222,Pages Cafe Branch - Dhaka,Dhaka,Dhaka,Flagship,2024-06-09 23:17:00,Nusrat Talukder,676.0,178385.13,52,3.13
ST00223,Book Valley Store - Chandpur,Dhaka,Dhaka,Standard,2022-03-29 21:33:00,Nafis Khan,765.46,140225.1,38,4.05
ST00224,Bookhub Branch - Chandpur,Dhaka,Dhaka,Flagship,2017-06-26 14:30:00,Tasnima Uddin,2722.45,156484.81,49,3.63
ST00225,Bookhub Center - Rangamati,Manikganj,Dhaka,Standard,2020-03-11 07:15:00,Karim Nahar,2275.73,177112.6225542429,59,3.3
ST00226,Rokomari Center - Rangamati,Munshiganj,Dhaka,Mini,2025-11-09 05:24:00,Rahim Bhuiyan,3848.43,34641.95,8,4.08
ST00227,Pages Cafe Store - Feni,Dhaka,Dhaka,Mini,2022-09-25 06:45:00,Farhan Nahar,612.3,233278.22,37,2.8
ST00228,Readers Point Outlet - Chittagong,Shariatpur,Dhaka,Standard,2024-10-25 05:07:00,Jannat Khan,1338.94,92358.84,32,3.41
ST00229,Literary World Outlet - Kishoreganj,Dhaka,Dhaka,Mall Outlet,2021-12-06 04:25:00,Jannat Amin,1573.71,88519.23,18,4.24
ST00230,Book Valley Branch - Gopalganj,Faridpur,Dhaka,Flagship,2017-05-20 23:53:00,Sifat Chowdhury,2866.75,59961.32,39,3.8
ST00231,Rokomari Outlet - Gazipur,Dhaka,Dhaka,Online Hub,2018-08-14 10:16:00,Nayeem Mollik,1782.27,248215.94,8,3.12
ST00232,Pages Cafe Branch - Shariatpur,Bandarban,Chattogram,Online Hub,2017-10-30 17:00:00,Tanjim Chowdhury,1170.91,236502.64,30,2.8
ST00233,Story House Outlet - Bandarban,Narayanganj,Dhaka,Standard,2023-08-12 08:03:00,Shuvo Roy,3746.41,97116.61,26,3.39
ST00234,Bookhub Branch - Rangamati,Chandpur,Chattogram,Flagship,2023-10-23 06:26:00,Mim Roy,4565.68,76101.26,24,4.01
ST00235,Literary World Branch - Bandarban,Dhaka,Dhaka,Flagship,2021-02-10 17:54:00,Raisa Rahman,4237.5,204261.84,37,3.98
ST00236,Rokomari Branch - Narayanganj,Madaripur,Dhaka,Mall Outlet,2023-07-09 11:39:00,Adib Miah,1946.61,114313.36,56,3.09
ST00237,Book Valley Center - Cox'S Bazar,Noakhali,Chattogram,Standard,2021-12-18 00:53:00,Farhan Hossain,5184.89,242430.19,56,4.15
ST00238,Bookhub Branch - Tangail,Dhaka,Dhaka,Online Hub,2023-08-29 00:56:00,Rahim Uddin,3826.2,147454.79668577458,42,5.0
ST00239,Story House Center - Chittagong,Kishoreganj,Dhaka,Standard,2023-01-20 07:18:00,Sadia Sheikh,3842.13,193471.07,21,4.643930842557711
ST00240,Rokomari Store - Rangamati,Dhaka,Dhaka,Standard,2021-02-06 03:10:00,Sifat Sarker,1591.95,36132.21,58,3.96
ST00241,Literary World Outlet - Chandpur,Dhaka,Dhaka,Mini,2022-11-16 08:04:00,Rafi Talukder,1756.39,180000.02,59,4.17
ST00242,Book Valley Store - Gazipur,Manikganj,Dhaka,Standard,2019-11-13 22:48:00,Sakib Mollik,3058.6,247004.78,51,4.74
ST00243,Literary World Center - Narayanganj,Dhaka,Dhaka,Standard,2023-09-27 23:31:00,Nusrat Roy,1731.8,102723.75,52,4.88
ST00244,Story House Branch - Gazipur,Narayanganj,Dhaka,Mall Outlet,2025-03-22 06:35:00,Tanvir Patwary,4253.24,222168.72,49,2.89
ST00245,Story House Branch - Rajbari,Lakshmipur,Chattogram,Standard,2018-11-11 09:16:00,Sadia Das,2127.91,102539.65338730771,46,3.25
ST00246,Pages Cafe Center - Dhaka,Dhaka,Dhaka,Mall Outlet,2023-01-01 21:26:00,Arif Das,1250.73,243261.14,44,3.05
ST00247,Pages Cafe Store - Narayanganj,Dhaka,Dhaka,Mall Outlet,2017-12-29 17:53:00,Tanvir Hossain,1249.04,168593.97,39,4.5
ST00248,Literary World Store - Brahmanbaria,Cox's Bazar,Chattogram,Flagship,2020-05-25 11:06:00,Raisa Khan,1112.48,37677.61,39,2.9
ST00249,Story House Store - Brahmanbaria,Manikganj,Dhaka,Standard,2023-01-08 22:10:00,Nayeem Bhuiyan,2862.6,127575.75,24,4.79
ST00250,Story House Center - Feni,Khagrachari,Chattogram,Flagship,2019-07-01 13:35:00,Jannat Patwary,417.02,26686.26,53,2.85
ST00251,Book Valley Outlet - Bandarban,Faridpur,Dhaka,Mini,2019-02-15 10:43:00,Tamim Khan,3437.28,107842.8,38,4.13
ST00252,Pages Cafe Outlet - Munshiganj,Shariatpur,Dhaka,Mall Outlet,2020-06-15 10:40:00,Shuvo Sheikh,2070.5,230114.59,37,3.41
ST00253,Readers Point Outlet - Chandpur,Lakshmipur,Chattogram,Online Hub,2018-01-12 14:11:00,Sakib Miah,3493.88,69567.52,45,3.84
ST00254,Pages Cafe Outlet - Gopalganj,Dhaka,Dhaka,Mall Outlet,2022-08-18 04:54:00,Jannat Das,5638.38,238383.43,6,3.77
ST00255,Readers Point Outlet - Rangamati, Cumilla ,,Standard,2018-03-08 05:54:00,Shaila Mollik,5266.67,38481.92,55,4.45
ST00256,Readers Point Branch - Munshiganj,Shariatpur,Dhaka,Standard,2019-12-31 18:25:00,Nabil Mollik,3628.01,171230.71,35,3.89
ST00257,Book Valley Branch - Gopalganj, Cumilla ,,Standard,2019-10-25 20:40:00,Nayeem Talukder,2741.19,241936.11,56,3.73
ST00258,Pages Cafe Outlet - Shariatpur,Dhaka,Dhaka,Online Hub,2025-09-16 11:34:00,Nusrat Rahman,4310.83,168726.09,7,3.54525602204509
ST00259,Rokomari Center - Madaripur,Madaripur,Dhaka,Flagship,2025-12-04 00:17:00,Mim Hossain,5569.58,226265.93,14,4.84
ST00260,Book Valley Center - Kishoreganj,Dhaka,Dhaka,Flagship,2017-09-18 14:24:00,Sifat Rahman,3141.46,247892.16,57,4.55
ST00261,Readers Point Branch - Chittagong,Noakhali,Chattogram,Flagship,2018-06-01 18:10:00,Sadia Amin,956.12,165833.21,42,4.42
ST00262,Pages Cafe Outlet - Gopalganj,Dhaka,Dhaka,Flagship,2023-08-03 23:08:00,Ayesha Sarker,4690.09,198832.0,39,3.87
ST00263,Pages Cafe Outlet - Madaripur,Dhaka,Dhaka,Flagship,2019-09-08 23:47:00,Tanvir Jahan,458.68,22516.52,25,4.78
ST00264,Novel Nest Outlet - Kishoreganj,Khagrachari,Chattogram,Flagship,2022-10-18 12:23:00,Arif Hossain,4681.98,115417.94,34,3.87
ST00265,Literary World Outlet - Rajbari,Dhaka,Dhaka,Online Hub,2025-04-14 12:46:00,Imran Roy,875.53,82742.36,33,4.85
ST00266,Book Valley Branch - Tangail,Rajbari,Dhaka,Mini,2018-06-20 03:03:00,Tamim Miah,997.05,208683.55,13,4.57
ST00267,Rokomari Branch - Gazipur,Dhaka,Dhaka,Standard,2025-09-01 10:19:00,Farhan Talukder,4777.56,174230.83,34,3.13
ST00268,Bookhub Outlet - Noakhali,Tangail,Dhaka,Mini,2017-06-22 11:20:00,Rahim Uddin,4261.32,159387.34,31,2.9
ST00269,Novel Nest Branch - Rangamati,Dhaka,Dhaka,Standard,2019-01-22 23:30:00,Mim Karim,3546.66,233916.29,20,4.43
ST00270,Book Valley Center - Feni,Manikganj,Dhaka,Mini,2021-07-26 21:00:00,Farhan Mollik,4995.28,35883.93,21,4.31
ST00271,Readers Point Outlet - Tangail,Narayanganj,Dhaka,Standard,2024-12-03 04:01:00,Nayeem Jahan,5167.66,239152.7,46,4.12
ST00272,Book Valley Center - Kishoreganj,Gazipur,Dhaka,Standard,2021-12-26 01:40:00,Tasnima Hossain,2962.07,38679.71,41,4.95
ST00273,Novel Nest Outlet - Feni,Dhaka,Dhaka,Standard,2018-04-02 11:37:00,Mim Sheikh,5979.27,96549.12,29,4.0
ST00274,Pages Cafe Branch - Rangamati,Dhaka,Dhaka,Flagship,2019-03-29 22:49:00,Hasan Mollik,2402.45,163114.31,37,3.57
ST00275,Literary World Branch - Dhaka,Brahmanbaria,Chattogram,Standard,2023-11-08 09:48:00,Imran Mollik,1360.44,95246.91,15,4.04
ST00276,Bookhub Branch - Noakhali,Dhaka,Dhaka,Mini,2022-01-20 08:03:00,Raisa Roy,5137.47,175396.03,30,2.86
ST00277,Bookhub Branch - Khagrachari,Dhaka,Dhaka,Mini,2017-02-12 17:52:00,Sakib Hossain,2727.19,197223.38,34,4.07
ST00278,Novel Nest Branch - Chandpur,Gazipur,Dhaka,Standard,2021-07-07 03:44:00,Rafi Amin,5297.2,209698.87,16,4.79
ST00279,Literary World Center - Munshiganj,Madaripur,Dhaka,Standard,2020-08-29 03:39:00,Fahim Miah,742.53,57145.77,11,2.81
ST00280,Story House Store - Comilla,Brahmanbaria,Chattogram,Mini,2017-01-02 21:53:00,Fahim Sarker,1021.89,57788.02,32,4.66
ST00281,Novel Nest Branch - Chandpur,Madaripur,Dhaka,Flagship,2019-03-24 17:50:00,Shuvo Miah,625.53,27293.8,56,4.56
ST00282,Novel Nest Center - Noakhali,Feni,Chattogram,Flagship,2025-06-01 12:26:00,Fahim Uddin,3771.26,130350.18,28,3.03
ST00283,Pages Cafe Store - Noakhali,Bandarban,Chattogram,Standard,2023-05-03 08:53:00,Nabil Sarker,5058.44,47320.4,54,4.66
ST00284,Literary World Center - Tangail,Cox's Bazar,Chattogram,Standard,2017-08-21 15:27:00,Ayesha Jahan,2654.9,89870.29,51,4.48
ST00285,Pages Cafe Center - Rangamati,Brahmanbaria,Chattogram,Standard,2017-02-22 18:15:00,Hasan Bhuiyan,907.89,212502.07,45,3.88
ST00286,Rokomari Branch - Shariatpur,Dhaka,Dhaka,Flagship,2020-02-11 18:11:00,Hasan Talukder,2491.43,237934.85,53,3.34
ST00287,Pages Cafe Center - Narayanganj,Rangamati,Chattogram,Standard,2021-03-08 16:00:00,Sifat Islam,2349.06,208187.85,25,3.43
ST00288,Book Valley Branch - Munshiganj,Chittagong,Chattogram,Mini,2021-01-30 02:36:00,Ayesha Sheikh,4003.44,15152.37,46,4.15
ST00289,Book Valley Outlet - Comilla,Narsingdi,Dhaka,Mini,2023-04-09 10:50:00,Nafis Das,4052.05,148485.7,10,3.34
ST00290,Book Valley Outlet - Rajbari,Dhaka,Dhaka,Mini,2018-07-24 15:56:00,Hasan Das,976.93,54165.13,20,3.52
ST00291,Novel Nest Store - Dhaka,Dhaka,Dhaka,Standard,2017-06-03 11:19:00,Mahin Roy,2752.99,103300.52,34,4.85
ST00292,Book Valley Outlet - Dhaka,Shariatpur,Dhaka,Mall Outlet,2023-01-20 09:51:00,Sami Miah,3998.08,115560.95,4,4.4
ST00293,Book Valley Branch - Munshiganj,Kishoreganj,Dhaka,Mini,2025-01-27 20:34:00,Jannat Jahan,1849.62,236591.08,46,4.42
ST00294,Book Valley Store - Narsingdi,Bandarban,Chattogram,Standard,2018-07-06 04:23:00,Jannat Ahmed,2679.65,163928.6,55,4.9
ST00295,Story House Store - Rajbari,Gopalganj,Dhaka,Standard,2020-04-01 21:28:00,Tanvir Mollik,3836.69,77898.94,8,2.81
ST00296,Bookhub Center - Dhaka,Munshiganj,Dhaka,Mini,2022-08-22 04:27:00,Jannat Khan,2656.08,166056.79,59,3.34
ST00297,Novel Nest Outlet - Cox'S Bazar,Dhaka,Dhaka,Standard,2018-06-28 01:31:00,Sifat Karim,572.82,238688.39,7,4.25
ST00298,Book Valley Outlet - Rangamati,Dhaka,Dhaka,Mini,2019-01-11 21:01:00,Fahim Bhuiyan,1646.65,28902.39,9,3.76
ST00299,Story House Store - Gazipur,Dhaka,Dhaka,Mini,2021-10-17 02:34:00,Sami Islam,4746.05,206757.1,46,3.05
ST00300,Readers Point Store - Feni,Cox's Bazar,Chattogram,Mall Outlet,2020-01-19 15:28:00,Rafi Uddin,1791.62,65970.93,41,4.52
ST00301,Readers Point Branch - Manikganj,Narsingdi,Dhaka,Mall Outlet,2023-01-03 02:59:00,Hasan Sarker,4979.18,50980.37,56,2.9
ST00302,Literary World Center - Noakhali,Noakhali,Chattogram,Mini,2018-10-14 20:39:00,Rahim Karim,3014.68,226233.73,26,4.0
ST00303,Rokomari Outlet - Manikganj,Chandpur,Chattogram,Mall Outlet,2017-11-19 18:42:00,Raisa Amin,3048.36,15434.62,35,4.04
ST00304,Novel Nest Branch - Madaripur,Chittagong,Chattogram,Mall Outlet,2021-08-05 18:16:00,Shaila Talukder,4714.89,189155.15,10,4.2
ST00305,Pages Cafe Branch - Chandpur,Munshiganj,Dhaka,Flagship,2024-10-14 02:59:00,Shaila Das,2546.44,35498.68,42,3.49
ST00306,Literary World Center - Lakshmipur, Cumilla ,,Mini,2022-09-11 19:31:00,Tamim Karim,1735.49,160228.89,59,2.85
ST00307,Readers Point Outlet - Narsingdi,Noakhali,Chattogram,Flagship,2023-10-19 21:31:00,Rumana Jahan,988.18,160910.77,36,4.76
ST00308,Story House Center - Kishoreganj,Brahmanbaria,Chattogram,Standard,2020-11-25 06:01:00,Rahim Talukder,4162.7,217752.37,56,4.84
ST00309,Book Valley Center - Madaripur,Dhaka,Dhaka,Standard,2018-04-06 10:27:00,Sifat Miah,3031.68,208312.53,24,3.86
ST00310,Literary World Center - Kishoreganj,Tangail,Dhaka,Standard,2020-11-04 05:27:00,Hasan Sarker,4932.68,176013.62,58,2.85
ST00311,Rokomari Center - Brahmanbaria,Dhaka,Dhaka,Flagship,2025-11-19 21:54:00,Tanvir Nahar,2962.98,104428.68,33,4.08
ST00312,Book Valley Outlet - Tangail,Dhaka,Dhaka,Standard,2024-01-13 15:57:00,Tanjim Uddin,2722.94,54105.35,10,3.5
ST00313,Novel Nest Branch - Chandpur,Bandarban,Chattogram,Flagship,2023-05-01 19:40:00,Mim Patwary,2073.57,81207.20035132485,23,3.2
ST00314,Bookhub Branch - Noakhali,Cox's Bazar,Chattogram,Mini,2019-09-17 03:22:00,Sifat Uddin,1516.8,131787.9,30,3.17
ST00315,Bookhub Center - Tangail,Dhaka,Dhaka,Online Hub,2022-05-25 11:38:00,Karim Uddin,5050.45,33316.43,5,3.19
ST00316,Story House Center - Chittagong,Dhaka,Dhaka,Mall Outlet,2022-08-09 10:02:00,Nafis Roy,933.18,239557.04,53,3.53
ST00317,Novel Nest Store - Comilla,Khagrachari,Chattogram,Standard,2022-11-20 16:37:00,Hasan Amin,5451.92,88888.59,15,3.42
ST00318,Bookhub Branch - Shariatpur,Dhaka,Dhaka,Standard,2025-01-13 03:22:00,Shaila Das,550.69,15503.08,41,4.64
ST00319,Book Valley Center - Cox'S Bazar,Dhaka,Dhaka,Online Hub,2023-02-18 15:51:00,Fahim Mollik,3324.61,226897.22,55,3.89
ST00320,Rokomari Branch - Gopalganj,Brahmanbaria,Chattogram,Flagship,2018-12-29 21:30:00,Fahim Sarker,726.64,150606.96,27,3.74
ST00321,Literary World Center - Gazipur,Cox's Bazar,Chattogram,Mall Outlet,2018-12-30 01:49:00,Mim Jahan,4765.8,187269.26,37,3.12
ST00322,Story House Outlet - Chandpur,Munshiganj,Dhaka,Mini,2022-07-30 23:51:00,Tasnima Mollik,1584.38,50876.57,31,4.73
ST00323,Story House Branch - Khagrachari,Narayanganj,Dhaka,Standard,2024-10-17 08:15:00,Rumana Amin,3569.17,110082.33,46,4.496164939075468
ST00324,Novel Nest Store - Gopalganj,Gazipur,Dhaka,Flagship,2025-07-13 00:50:00,Shaila Sarker,5532.1,166589.39,4,3.33
ST00325,Readers Point Branch - Rajbari,Dhaka,Dhaka,Flagship,2022-06-27 08:07:00,Hasan Nahar,4035.85,73976.71,22,4.17
ST00326,Novel Nest Store - Cox'S Bazar,Chandpur,Chattogram,Standard,2021-10-07 21:46:00,Farhan Chowdhury,1398.59,179852.25,37,4.35
ST00327,Readers Point Store - Noakhali,Feni,Chattogram,Standard,2024-05-05 10:29:00,Rahim Islam,4861.4,69899.51,7,4.56
ST00328,Story House Store - Chandpur,Faridpur,Dhaka,Online Hub,2025-10-16 02:03:00,Imran Amin,2872.29,64145.04,51,3.7
ST00329,Rokomari Outlet - Cox'S Bazar,Dhaka,Dhaka,Mini,2017-04-02 14:05:00,Rumana Patwary,473.79,17731.79,38,3.56
ST00330,Pages Cafe Branch - Noakhali,Dhaka,Dhaka,Standard,2019-10-16 19:28:00,Adib Ahmed,3125.88,81248.09,2,3.43
ST00331,Readers Point Store - Manikganj,Dhaka,Dhaka,Standard,2020-01-03 01:09:00,Nafis Sheikh,4949.91,72983.15,2,4.05
ST00332,Pages Cafe Outlet - Narayanganj,Dhaka,Dhaka,Standard,2022-01-29 06:28:00,Arif Das,2807.76,194623.79,11,3.57
ST00333,Readers Point Outlet - Feni,Dhaka,Dhaka,Flagship,2019-08-27 23:49:00,Sakib Sheikh,4647.2,148881.83,40,3.52
ST00334,Pages Cafe Outlet - Khagrachari, Cumilla ,,Mini,2019-10-20 01:31:00,Tanvir Amin,4350.94,56788.75,32,2.84
ST00335,Readers Point Branch - Dhaka,Dhaka,Dhaka,Mini,2017-03-22 04:56:00,Sifat Sheikh,2958.71,148509.96,29,4.89
ST00336,Readers Point Center - Noakhali,Bandarban,Chattogram,Online Hub,2017-01-13 05:19:00,Farhan Patwary,2210.38,67979.24,34,2.93
ST00337,Bookhub Center - Manikganj,Narayanganj,Dhaka,Standard,2021-01-18 15:40:00,Shuvo Karim,4468.62,114993.04,30,3.4
ST00338,Readers Point Outlet - Munshiganj,Cox's Bazar,Chattogram,Standard,2025-12-22 03:42:00,Nayeem Bhuiyan,2465.94,223728.89,21,4.83
ST00339,Rokomari Branch - Tangail,Noakhali,Chattogram,Online Hub,2019-08-30 11:11:00,Shuvo Chowdhury,1352.49,184025.21,2,4.42
ST00340,Bookhub Outlet - Gazipur,Gopalganj,Dhaka,Mini,2019-02-28 20:05:00,Sakib Miah,2196.83,168008.5,3,4.07
ST00341,Rokomari Branch - Narsingdi,Dhaka,Dhaka,Mini,2019-05-19 22:35:00,Nayeem Amin,5310.3,81148.61,41,4.25
ST00342,Bookhub Branch - Munshiganj,Chandpur,Chattogram,Standard,2025-10-03 14:42:00,Sifat Hossain,1986.98,44276.69,45,3.01
ST00343,Pages Cafe Branch - Gazipur,Dhaka,Dhaka,Online Hub,2022-12-22 09:43:00,Tanjim Sheikh,1715.78,191943.01,15,4.58
ST00344,Novel Nest Center - Gazipur,Dhaka,Dhaka,Standard,2022-11-16 20:46:00,Mim Chowdhury,1147.15,148454.24,16,4.3473325888643926
ST00345,Pages Cafe Outlet - Lakshmipur,Dhaka,Dhaka,Standard,2018-09-15 06:40:00,Raisa Mollik,709.0,161348.64,32,4.9
ST00346,Novel Nest Store - Gazipur,Khagrachari,Chattogram,Mini,2025-02-18 07:49:00,Jannat Roy,5869.48,244151.63,39,3.31
ST00347,Readers Point Outlet - Chandpur,Dhaka,Dhaka,Flagship,2018-10-09 09:39:00,Raisa Patwary,3405.95,96855.42,36,4.18
ST00348,Story House Outlet - Bandarban,Munshiganj,Dhaka,Online Hub,2025-09-14 05:28:00,Hasan Karim,4486.01,203175.67,34,3.599206180157275
ST00349,Pages Cafe Branch - Munshiganj,Kishoreganj,Dhaka,Standard,2025-07-27 18:14:00,Sami Das,4728.65,146354.86,4,3.11
ST00350,Book Valley Outlet - Chittagong,Tangail,Dhaka,Flagship,2022-02-09 21:16:00,Fahim Jahan,2372.98,70286.09,26,3.6
ST00351,Book Valley Outlet - Noakhali,Dhaka,Dhaka,Flagship,2024-10-23 20:08:00,Ayesha Chowdhury,4873.87,27428.76,45,4.52
ST00352,Rokomari Store - Dhaka,Feni,Chattogram,Online Hub,2025-12-29 23:39:00,Muntasir Patwary,5784.31,159762.56,36,3.27
ST00353,Readers Point Store - Chittagong,Chandpur,Chattogram,Mini,2022-03-23 01:36:00,Shuvo Patwary,4553.87,84939.79,48,4.92
ST00354,Pages Cafe Store - Gopalganj,Madaripur,Dhaka,Standard,2023-11-27 10:42:00,Nusrat Rahman,4385.71,178437.41,42,3.45
ST00355,Book Valley Center - Kishoreganj,Gazipur,Dhaka,Flagship,2022-04-25 21:26:00,Tanjim Ahmed,2820.51,179670.88,54,4.18
ST00356,Novel Nest Store - Dhaka, Cumilla ,,Standard,2021-09-18 06:06:00,Muntasir Das,5111.39,122033.21,35,4.16
ST00357,Rokomari Branch - Narsingdi,Chandpur,Chattogram,Standard,2020-01-05 18:55:00,Nafis Hossain,897.49,141053.32,35,3.84
ST00358,Readers Point Center - Chittagong,Kishoreganj,Dhaka,Mini,2022-11-23 03:26:00,Arif Patwary,4598.23,162238.51,34,4.24
ST00359,Rokomari Outlet - Cox'S Bazar,Gazipur,Dhaka,Standard,2019-05-29 06:18:00,Sadia Rahman,2427.16,125122.16,17,4.44
ST00360,Novel Nest Outlet - Faridpur,Dhaka,Dhaka,Standard,2018-10-01 09:00:00,Shaila Sheikh,3569.45,221182.09,27,4.16
ST00361,Bookhub Outlet - Rajbari,Dhaka,Dhaka,Flagship,2019-06-25 03:13:00,Rumana Karim,5400.6,32844.63,11,4.03
ST00362,Pages Cafe Branch - Narayanganj,Dhaka,Dhaka,Standard,2017-02-06 06:04:00,Tanjim Sheikh,3788.11,245257.27,26,4.13
ST00363,Pages Cafe Outlet - Faridpur,Dhaka,Dhaka,Mini,2025-05-27 15:15:00,Sifat Uddin,543.26,22860.96,10,3.68
ST00364,Story House Outlet - Munshiganj,Dhaka,Dhaka,Mini,2019-04-24 19:26:00,Sadia Rahman,4446.59,63902.64,30,2.96
ST00365,Novel Nest Center - Gopalganj,Feni,Chattogram,Standard,2024-03-13 14:22:00,Nusrat Patwary,5602.54,181452.35,57,3.15
ST00366,Bookhub Branch - Bandarban, Cumilla ,,Mall Outlet,2020-11-30 07:32:00,Tanjim Nahar,3995.27,34965.66,28,4.13
ST00367,Pages Cafe Outlet - Tangail,Cox's Bazar,Chattogram,Standard,2020-01-21 09:02:00,Rafi Karim,5223.95,76610.6,44,4.84
ST00368,Literary World Branch - Gazipur,Shariatpur,Dhaka,Online Hub,2019-01-20 09:08:00,Rumana Miah,5021.66,51184.52,27,2.86
